commande_id,client_id,produit_id,date_commande,quantite,remise_pct,canal_vente,mode_paiement,statut_commande,note_client,commentaire_client,created_at,updated_at,devise,prix_unitaire_commande
CMD00073,C0058,P064,2025-05-16,1,0.0,Site web,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,33.18
CMD00468,C0041,P066,2025-10-11,1,0.0,Application,Carte bancaire,Retournée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.1
CMD00894,C0075,P022,2025-05-07,8,0.0,Marketplace,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,7.78
CMD00271,C0108,P014,2025-10-10,2,5.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.04
CMD00112,C0138,P002,2025-09-17,3,15.0,Marketplace,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.22
CMD00519,C0005,P013,2025-12-28,2,0.0,Marketplace,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,100.3
CMD00548,C0106,P023,2025-07-16,4,10.0,Boutique,PayPal,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.78
CMD00672,C0090,P066,2025-02-04,1,10.0,Site web, PayPal ,Retournée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.24
CMD00227,C0103,P058,2026-02-21,1,0.0,Application,Carte bancaire,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,97.58
CMD00330,C0010,P068,2025-04-26,1,5.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00464,C0127,P070,2026-02-19,2,0.0,Marketplace,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,155.52
CMD00598,C0100,P075,2026-01-03,8,10.0,Boutique,Carte bancaire,Annulée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.34
CMD00759,C0019,P026,2025-07-17,1,0.0,Site web,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,127.31
CMD00196,C0116,P052,2025-02-16,2,,Application,Carte bancaire,En cours,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,85.01
CMD00337,C0091,P003,2026-01-17,1,10.0,Application,Virement,Livrée,,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.54
CMD00366,C0112,P016,2025-10-27,8,20.0,Application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,118.85
CMD00827,C0020,P048,2025-08-04,2,15.0,Site web,Carte cadeau,En cours,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,70.28
CMD00029,C0005,P045,2025-09-02,1,0.0,Site web,PayPal,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.62
CMD00820,C0117,P070,2025-09-02,1,15.0,boutique,Carte cadeau,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,136.74
CMD00626,C0032,P003,2025-07-21,3,0.0,Marketplace,Virement,Livrée,2.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.25
CMD00943,C0036,P050,2025-12-04,4,5.0,site web ,Carte bancaire,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.02
CMD00733,C0106,P074,2025-09-28,4,0.0,Site web,PayPal,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.56
CMD00138,C0060,P043,2026-03-16,10,5.0,Site web,Carte bancaire,Livrée,3.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00746,C0122,P024,2025-03-11,3,5.0,Site web,Carte bancaire,Livrée,1.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.86
CMD00811,C0032,P014,2026-01-08,2,5.0,Application,PayPal,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.51
CMD00478,C0089,P045,2025-11-02,1,0.0,Application,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.55
CMD00508,C0083,P057,2025-10-03,2,20.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.5
CMD00528,C0080,P026,2025-03-18,3,0.0,Application,PayPal,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,119.4
CMD00394,C0083,P043,2025-07-12,1,5.0,Boutique,Carte bancaire,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00383,C0040,P057,2025-03-21,2,20.0,Site web,PayPal,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,84.02
CMD00222,C0149,P027,2025-10-26,1,30.0,Site web,PayPal,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,85.99
CMD00713,C0096,P043,2025-11-17,10,20.0,Boutique,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00704,C0022,P029,2025-07-31,1,0.0,Boutique,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.18
CMD00329,C0147,P004,2025-01-05,1,5.0,Site web,Carte bancaire,Annulée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.53
CMD00013,C0084,P022,2025-09-24,2,0.0,WEB,Carte bancaire,Retournée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,7.97
CMD00645,C0061,P047,2025-01-29,1,15.0,Site web,Virement,En cours,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,35.1
CMD00987,C0073,P008,2025-05-13,1,10.0,Site web,Carte bancaire,En cours,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,33.12
CMD00207,C0035,P068,2025-10-15,4,0.0,Site web,PayPal,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00104,C0042,P024,2025-09-04,1,,Site web,Carte bancaire,Livrée,1.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,82.08
CMD00310,C0136,P021,2025-11-25,2,25.0,Application,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.53
CMD00550,C0081,P072,2025-03-06,6,5.0,Application,Carte bancaire,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,20.06
CMD00181,C0106,P018,2025-10-07,5,0.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,87.33
CMD00953,C0046,P009,2026-01-25,1,0.0,Site web,Virement,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.53
CMD00498,C0148,P039,2025-08-07,1,15.0,Site web,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,87.22
CMD00317,C0049,P011,2025-05-04,1,10.0,Boutique,Carte bancaire,Livrée,3.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.96
CMD00142,C0126,P056,2025-07-30,1,5.0,Marketplace,Virement,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.17
CMD00710,C0056,P066,2025-03-08,5,10.0,Boutique,Virement,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.46
CMD00834,C0132,P007,2025-03-01,1,5.0,Application,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.72
CMD01035,C0156,P014,2026-02-21,1,0.0,Application,PayPal,Livrée,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.01
CMD00211,C0091,P069,2025-09-08,1,0.0,Site web,PayPal,Annulée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.96
CMD00143,C0117,P057,2025-07-24,1,10.0,Site web,PayPal,En cours,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,71.89
CMD00515,C0157,P030,2025-12-17,1,5.0,Site web,Carte cadeau,En cours,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.03
CMD00363,C0033,P032,2025-08-08,3,10.0,Site web,Carte cadeau,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,104.63
CMD00005,C0011,P056,2025-03-08,1,0.0,Site web,Carte cadeau,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,61.86
CMD00045,C0070,P044,2025-02-17,2,0.0,Marketplace,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,105.43
CMD00282,C0070,P064,2025-06-08,1,0.0,Application,Carte bancaire,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.05
CMD00203,C0048,P999,2025-05-16,2,10.0,Site web,Carte cadeau,En cours,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-1.0
CMD00608,C0054,P032,2025-02-19,4,10.0,Site web,Carte bancaire,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,101.6
CMD00359,C0081,P068,2025-07-30,1,20.0,Site web,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00561,C0096,P018,2025-03-01,2,20.0,Site web,PayPal,Livrée,3.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,87.7
CMD00372,C0058,P068,2026-01-27,2,5.0,Application,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00649,C0014,P018,2025-10-11,3,5.0,Site web,PayPal,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,89.69
CMD00773,C0091,P016,2025-08-18,1,5.0,Marketplace,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,122.21
CMD00238,C0078,P027,2025-03-12,5,10.0,Site web,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,83.87
CMD00671,C0014,P048,2025-10-29,8,20.0,Site web,PayPal,Livrée,1.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.34
CMD00274,C7777,P063,2025-06-26,2,10.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.05
CMD00735,C0043,P029,2026-03-06,1,,Site web,Carte bancaire,Livrée,,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.21
CMD00195,C0063,P033,2025-06-24,4,10.0,Application,Carte bancaire,En cours,,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,83.35
CMD00514,C0029,P075,2026-02-24,4,10.0,Application,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.75
CMD01039,C0049,P035,2025-05-31,2,,Application,Carte bancaire,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-8.94
CMD00563,C0047,P011,2025-01-17,3,0.0,Site web,Carte bancaire,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.22
CMD00210,C0080,P065,2025-06-20,1,0.0,Boutique,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,89.07
CMD00163,C0134,P057,2025-07-26,1,0.0,Site web,Carte bancaire,Livrée,2.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.18
CMD00721,C0015,P029,2025-07-26,1,0.0,Site web,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.21
CMD00976,C0055,P003,2025-04-18,5,15.0,Boutique,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.74
CMD00088,C0040,P017,2026-01-23,1,20.0,Marketplace,PayPal,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,18.14
CMD00799,C0020,P060,2025-12-19,1,5.0,Application,Carte bancaire,Annulée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.21
CMD00925,C0057,P032,2025-08-08,1,0.0,Site web,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,107.79
CMD00191,C0011,P001,2025-08-11,120,10.0,Application,Virement,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,123.59
CMD00179,C0044,P072,2025-02-17,1,15.0,Marketplace,Virement,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,20.72
CMD00557,C0069,P032,2025-08-03,1,5.0,Site web,PayPal,En cours,,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,101.95
CMD00611,C0019,P013,2026-02-20,1,0.0,Marketplace,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,91.93
CMD00393,C0140,P021,2025-12-05,1,0.0,Site web,Virement,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,72.2
CMD00021,C0122,P018,2025-10-30,1,0.0,Boutique,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,99.97
CMD00606,C0018,P999,2026-01-02,1,0.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.44
CMD00984,C0144,P051,2025-08-03,1,15.0,Marketplace,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.01
CMD00748,C0083,P048,2025-02-20,2,10.0,Site web,Carte bancaire,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,67.84
CMD00512,C0058,P070,2025-02-13,6,,Site web,Carte bancaire,Livrée,,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,148.34
CMD00665,C0006,P027,2025-11-16,1,10.0,Application,Carte cadeau,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,83.49
CMD00440,C0085,P030,2025-09-16,2,0.0,Site web,Carte cadeau,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.71
CMD00472,C0073,P027,2026-01-05,2,0.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,83.08
CMD00399,C0132,P043,2026-02-18,2,10.0,Site web,Carte bancaire,Livrée,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00657,C0050,P058,2025-10-27,1,10.0,Site web,PayPal,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,92.93
CMD00036,C0002,P033,2025-12-19,1,0.0,Application,Carte bancaire,Retournée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,72.01
CMD00753,C0019,P042,2025-02-25,1,15.0,Site web,Virement,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.63
CMD00793,C0059,P018,2025-05-30,1,10.0,Application,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,80.48
CMD00044,C0049,P046,2026-02-04,1,0.0,Site web,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.18
CMD00262,C0078,P040,2025-03-29,2,0.0,Site web,Virement,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.08
CMD00603,C0053,P059,2025-06-27,2,5.0,Site web,Carte bancaire,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,57.14
CMD00430,C0037,P031,2025-10-02,1,0.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00229,C0110,P036,2026-01-01,10,25.0,Marketplace,Carte bancaire,Livrée,3.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.23
CMD00006,C0036,P011,2025-04-10,1,10.0,Boutique,Carte bancaire,Livrée,3.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.71
CMD01048,C0062,P040,2025-06-12,3,15.0,Application,Carte bancaire,En cours,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.58
CMD00963,C0086,P026,2025-10-31,8,5.0,Site web,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,125.01
CMD00586,C0064,P070,2025-05-02,1,0.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,137.8
CMD00319,C0100,P023,2025-08-16,3,0.0,Application,Carte bancaire,Annulée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,27.17
CMD00938,C0071,P073,2025-12-22,10,0.0,Application,Carte bancaire,Annulée,2.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,57.93
CMD00313,C0025,P039,2025-01-04,3,25.0,Site web,Carte bancaire,En cours,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.56
CMD00076,C0040,P035,2025-12-10,2,0.0,Site web,Carte cadeau,Retournée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-9.68
CMD00174,C0006,P063,2025-01-16,2,30.0,Boutique,Virement,Retournée,3.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,22.3
CMD00897,C0070,P028,2025-12-16,1,10.0,Site web,Carte bancaire,En cours,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,220.24
CMD00052,C0033,P010,2025-10-19,4,0.0,Site web,PayPal,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,23.01
CMD00552,C0026,P074,2025-05-25,2,10.0,Site web,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.03
CMD00845,C0066,P074,2025-01-07,4,0.0,Site web,Carte bancaire,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.93
CMD00981,C0095,P030,2025-10-26,1,0.0,application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.92
CMD00221,C0037,P039,2025-07-11,5,15.0,Application,Virement,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,81.28
CMD00509,C0006,P046,2026-01-17,8,,Marketplace,Carte bancaire,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.14
CMD00802,C0123,P051,2025-10-25,2,0.0,Boutique,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.17
CMD00388,C0160,P042,2026-01-02,1,5.0,Marketplace,Carte bancaire,Annulée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.84
CMD00094,C0030,P020,2025-04-07,1,0.0,Marketplace,Carte bancaire,Livrée,1.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.41
CMD00149,C0112,P010,2026-03-25,5,5.0,Site web,Carte bancaire,Livrée,1.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,23.14
CMD00483,C0014,P016,2025-05-16,6,0.0,Marketplace,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,117.39
CMD00908,C0136,P049,2026-03-18,1,5.0,Application,Carte bancaire,Livrée,2.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.67
CMD00250,C0123,P009,2025-09-12,5,10.0,Marketplace,PayPal,Annulée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.12
CMD00341,C0032,P023,2025-05-21,2,0.0,Application,Carte bancaire,Annulée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.08
CMD00720,C0089,P075,2025-06-22,1,10.0,Application,PayPal,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.05
CMD00201,C0153,P069,2025-11-10,4,10.0,Marketplace,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.27
CMD00092,C0032,P067,2025-09-20,2,0.0,Site web,Carte bancaire,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,65.35
CMD00541,C0072,P021,2025-05-16,1,15.0,Marketplace,Carte bancaire,Livrée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.81
CMD00585,C0019,P071,2025-07-14,5,,Site web,Virement,Livrée,2.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.14
CMD00443,C0109,P068,2025-04-13,3,0.0,Marketplace,Virement,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00610,C0037,P050,2025-11-29,2,20.0,Site web,PayPal,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.41
CMD01040,C0047,P023,2025-05-02,2,,Site web,PayPal,Livrée,2.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,30.63
CMD00281,C0027,P064,2025-02-22,8,0.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.59
CMD00411,C0131,P057,2025-08-07,1,5.0,Boutique,Carte bancaire,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,73.35
CMD00668,C0100,P019,2025-11-09,2,25.0,Marketplace,Carte bancaire,En cours,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,139.43
CMD00784,C0128,P034,2026-01-10,2,0.0,Site web,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.21
CMD00569,C0035,P062,2026-02-24,1,10.0,Marketplace,Carte bancaire,Livrée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,123.39
CMD00809,C0010,P016,2025-03-31,3,,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,116.43
CMD00988,C0131,P074,2025-09-11,5,5.0,Site web,PayPal,Livrée,,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.49
CMD00336,C0126,P012,2025-07-06,1,15.0,Site web,Carte bancaire,Annulée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,90.96
CMD00929,C0018,P031,2025-11-08,1,0.0,Site web,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00837,C0072,P014,2025-12-12,2,0.0,Application,Carte bancaire,Retournée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,53.12
CMD00985,C0088,P025,2025-05-29,2,0.0,Marketplace,Virement,Annulée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.46
CMD00756,C0079,P002,2025-06-29,2,20.0,Marketplace,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.86
CMD00507,C0146,P008,2025-10-16,1,5.0,Site web,PayPal,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.97
CMD00801,C0118,P020,2025-01-20,3,5.0,Site web,Carte bancaire,Livrée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.38
CMD01043,C0078,P049,2025-05-11,1,,Boutique,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.13
CMD00093,C0114,P016,2025-12-26,4,0.0,Site web,Virement,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,107.41
CMD00593,C0111,P023,2025-12-03,1,0.0,Site web,Carte bancaire,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,27.39
CMD01029,C0103,P035,2026-02-25,1,0.0,APP,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-9.26
CMD00787,C0038,P015,2025-12-27,1,,Site web,Carte bancaire,Livrée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,90.79
CMD00919,C0129,P019,2025-04-04,1,0.0,Site web,Virement,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,130.18
CMD00972,C0134,P017,2025-11-25,1,5.0,Marketplace,Carte bancaire,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.2
CMD00576,C0119,P071,2025-08-19,1,0.0,Marketplace,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.31
CMD00574,C0100,P004,2025-12-25,1,15.0,Boutique,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.65
CMD00279,C0022,P034,2026-01-06,1,5.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.75
CMD00280,C0101,P025,2026-02-10,4,0.0,Site web,Carte bancaire,Livrée,2.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,31.85
CMD00640,C0124,P018,2025-04-25,2,0.0,Marketplace,Carte bancaire,En cours,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,84.12
CMD00338,C0159,P035,2025-08-27,1,10.0,Application,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-9.82
CMD00228,C0149,P070,2025-06-17,1,0.0,Application,Carte cadeau,Retournée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,152.46
